,date,highest,lowest,weather,wind
358,2013-09-26 星期四 ,25℃,20℃,多云,北风 3-4级
359,2013-09-27 星期五 ,25℃,20℃,多云,北风~东北风 3-4级
360,2013-09-28 星期六 ,26℃,21℃,小雨转中雨,东风~南风 3-4级
361,2013-09-29 星期日 ,27℃,20℃,小雨转多云,西北风 3-4级
362,2013-09-30 星期一 ,26℃,20℃,多云,北风 3-4级
363,2013-10-01 星期二 ,27℃,20℃,多云,北风 3-4级
364,2013-10-02 星期三 ,26℃,20℃,多云转阴,北风 3-4级~4-5级
365,2013-10-03 星期四 ,24℃,19℃,多云,北风 4-5级
366,2013-10-04 星期五 ,25℃,19℃,晴,东北风 4-5级
367,2013-10-05 星期六 ,26℃,20℃,晴转多云,东北风 4-5级
368,2013-10-06 星期日 ,25℃,22℃,阵雨,东北风 4-5级~5-6级
369,2013-10-07 星期一 ,25℃,23℃,大雨,东风 5-6级
370,2013-10-08 星期二 ,25℃,22℃,中雨,东北风 4-5级~5-6级
371,2013-10-09 星期三 ,25℃,20℃,小雨转阴,北风 4-5级~3-4级
372,2013-10-10 星期四 ,27℃,21℃,多云,北风~南风 3-4级
373,2013-10-11 星期五 ,27℃,20℃,晴,微风~北风 小于3级~3-4级
374,2013-10-12 星期六 ,26℃,20℃,晴,东北风 3-4级
375,2013-10-13 星期六 ,27℃,20℃,晴,东风 3-4级
376,2013-10-14 星期一 ,27℃,20℃,晴,东风 3-4级
377,2013-10-15 星期二 ,23℃,15℃,小雨~多云,东风 3-4级
378,2013-10-16 星期三 ,19℃,15℃,阴,北风 4-5级
379,2013-10-17 星期四 ,20℃,15℃,阴,北风~东北风 3-4级
380,2013-10-18 星期五 ,22℃,17℃,阴转小雨,东北风~东风 3-4级
381,2013-10-19 星期六 ,23℃,19℃,阴,东北风 3-4级
382,2013-10-20 星期日 ,23℃,18℃,多云,北风 3-4级~4-5级
383,2013-10-21 星期一 ,21℃,16℃,晴转多云,北风 3-4级
384,2013-10-22 星期二 ,21℃,17℃,多云,北风~东北风 3-4级
385,2013-10-23 星期三 ,22℃,17℃,多云,北风 3-4级
386,2013-10-24 星期四 ,20℃,16℃,多云,北风 3-4级~4-5级
387,2013-10-25 星期五 ,18℃,14℃,多云,北风~西北风 5-6级~4-5级
388,2013-10-26 星期六 ,19℃,13℃,多云转晴,北风 4-5级~3-4级
389,2013-10-27 星期日 ,20℃,12℃,晴,北风~东南风 3-4级
390,2013-10-28 星期一 ,22℃,14℃,多云转晴,东南风 3-4级
391,2013-10-29 星期二 ,23℃,16℃,多云,东南风 3-4级
392,2013-10-30 星期三 ,22℃,18℃,多云转阴,东北风~东风 3-4级
393,2013-10-31 星期四 ,20℃,18℃,小雨,东风 3-4级
394,2013-11-01 星期五 ,23℃,18℃,多云,东北风~东风 3-4级
395,2013-11-02 星期六 ,23℃,18℃,多云转小雨,东风~东北风 3-4级
396,2013-11-03 星期日 ,22℃,18℃,阴转小雨,东北风~北风 3-4级
397,2013-11-04 星期一 ,20℃,15℃,多云,北风~东北风 4-5级
398,2013-11-05 星期二 ,20℃,14℃,晴转多云,东北风~东风 3-4级
399,2013-11-06 星期三 ,22℃,14℃,多云,东风~东南风 3-4级
400,2013-11-07 星期四 ,22℃,14℃,多云,西北风~北风 3-4级
401,2013-11-08 星期五 ,23℃,16℃,晴转多云,东风~东南风 3-4级
402,2013-11-09 星期六 ,26℃,18℃,多云,东南风~南风 4-5级~3-4级
403,2013-11-10 星期日 ,21℃,14℃,小雨,北风 4-5级
404,2013-11-11 星期一 ,16℃,12℃,阴转多云,北风 4-5级~3-4级
405,2013-11-12 星期二 ,15℃,13℃,阴转小雨,北风~东北风 3-4级
406,2013-11-13 星期三 ,17℃,12℃,阴,东北风~东风 3-4级
407,2013-11-14 星期四 ,16℃,13℃,小雨,东风~北风 3-4级
408,2013-11-15 星期五 ,18℃,11℃,阴转晴,西北风 3-4级
409,2013-11-16 星期六 ,20℃,10℃,晴转多云,西北风 3-4级~4-5级
410,2013-11-17 星期日 ,14℃,8℃,晴,西北风 4-5级
411,2013-11-18 星期一 ,13℃,7℃,晴,西北风 4-5级
412,2013-11-19 星期二 ,14℃,6℃,晴,西北风 4-5级
413,2013-11-20 星期三 ,17℃,6℃,晴,西风~西南风 3-4级
414,2013-11-21 星期四 ,18℃,9℃,晴转多云,东南风 3-4级
415,2013-11-22 星期五 ,18℃,12℃,多云,东风~东南风 3-4级
416,2013-11-23 星期六 ,20℃,13℃,晴转多云,东风~东南风 3-4级
417,2013-11-24 星期日 ,18℃,11℃,小雨转中雨,东南风~西北风 4-5级
418,2013-11-25 星期一 ,14℃,8℃,多云转晴,西北风 5-6级~4-5级
419,2013-11-26 星期二 ,13℃,6℃,晴转多云,西北风~西南风 4-5级~3-4级
420,2013-11-27 星期三 ,13℃,6℃,阴转多云,西南风~西北风 3-4级~4-5级
421,2013-11-28 星期四 ,7℃,2℃,多云转晴,西北风 4-5级
422,2013-11-29 星期五 ,9℃,1℃,晴,西北风~西南风 4-5级~3-4级
423,2013-11-30 星期六 ,14℃,2℃,晴,西南风 3-4级
424,2013-12-01 星期日 ,13℃,5℃,晴,西北风 3-4级
425,2013-12-02 星期一 ,13℃,4℃,晴,西北风 3-4级
426,2013-12-03 星期二 ,17℃,7℃,晴转多云,西南风~南风 3-4级
427,2013-12-04 星期三 ,17℃,9℃,阴转多云,西北风~北风 3-4级
428,2013-12-05 星期四 ,17℃,9℃,多云,东北风~南风 3-4级
429,2013-12-06 星期五 ,15℃,9℃,晴转阴,西南风~西北风 3-4级
430,2013-12-07 星期六 ,15℃,8℃,多云转晴,东北风 3-4级
431,2013-12-08 星期日 ,17℃,9℃,晴,东南风 3-4级
432,2013-12-09 星期一 ,13℃,7℃,多云转阴,东南风~西北风 3-4级~4-5级
433,2013-12-10 星期二 ,9℃,3℃,多云转晴,西北风 4-5级~3-4级
434,2013-12-11 星期三 ,9℃,3℃,晴,西北风 3-4级~4-5级
435,2013-12-12 星期四 ,12℃,4℃,晴转阴,西北风~南风 3-4级
436,2013-12-13 星期五 ,10℃,5℃,多云转晴,北风~东北风 3-4级
437,2013-12-14 星期六 ,13℃,6℃,晴,东北风 3-4级
438,2013-12-15 星期日 ,12℃,7℃,阴,东北风 3-4级
439,2013-12-16 星期一 ,9℃,6℃,中雨,东北风 3-4级~4-5级
440,2013-12-17 星期二 ,8℃,6℃,中雨转小雨,东北风 4-5级
441,2013-12-18 星期三 ,9℃,6℃,小雨转多云,东北风~北风 4-5级
442,2013-12-19 星期四 ,7℃,3℃,多云转晴,北风~西北风 4-5级
443,2013-12-20 星期五 ,7℃,1℃,晴,西北风~北风 4-5级
444,2013-12-21 星期六 ,6℃,1℃,晴转多云,西北风 4-5级
445,2013-12-22 星期日 ,8℃,1℃,多云,西北风~北风 3-4级
446,2013-12-23 星期一 ,9℃,3℃,晴转多云,北风 3-4级
447,2013-12-24 星期二 ,9℃,3℃,多云,北风 3-4级
448,2013-12-25 星期三 ,9℃,3℃,晴转多云,北风~东北风 3-4级
449,2013-12-26 星期四 ,8℃,3℃,多云转阴,北风 3-4级~4-5级
450,2013-12-27 星期五 ,4℃,0℃,阴转多云,西北风 4-5级
451,2013-12-28 星期六 ,5℃,-2℃,晴转多云,西北风 3-4级
452,2013-12-29 星期日 ,6℃,-1℃,晴,西北风 3-4级
453,2013-12-30 星期一 ,10℃,0℃,晴,西风 3-4级
454,2013-12-31 星期二 ,12℃,2℃,晴,西风 3-4级
455,2014-01-01 星期三 ,14℃,4℃,晴,西风 3-4级
456,2014-01-02 星期四 ,15℃,5℃,晴,西南风~东南风 3-4级
457,2014-01-03 星期五 ,16℃,8℃,多云,东南风~北风 3-4级
458,2014-01-04 星期六 ,10℃,6℃,多云,西北风 3-4级
459,2014-01-05 星期日 ,11℃,3℃,晴,北风~东北风 3-4级
460,2014-01-06 星期一 ,11℃,5℃,多云,东风~东南风 3-4级
461,2014-01-07 星期二 ,14℃,8℃,多云转小雨,东南风 4-5级~3-4级
462,2014-01-08 星期三 ,9℃,6℃,中雨转小雨,东南风~北风 3-4级~4-5级
463,2014-01-09 星期四 ,6℃,2℃,小雨转多云,北风 4-5级
464,2014-01-10 星期五 ,7℃,0℃,多云转晴,北风~东北风 3-4级
465,2014-01-11 星期六 ,8℃,4℃,阴转小雨,东风 3-4级
466,2014-01-12 星期日 ,8℃,4℃,小雨,东北风~北风 3-4级
467,2014-01-13 星期一 ,7℃,3℃,阴转多云,北风 4-5级~3-4级
468,2014-01-14 星期二 ,7℃,2℃,多云,东北风 3-4级~4-5级
469,2014-01-15 星期三 ,8℃,2℃,晴,东北风 3-4级
470,2014-01-16 星期四 ,10℃,3℃,晴转多云,东北风~东风 3-4级
471,2014-01-17 星期五 ,11℃,3℃,多云转晴,东南风~东风 3-4级
472,2014-01-18 星期六 ,9℃,3℃,晴,西北风 小于3级~4-5级
473,2014-01-19 星期日 ,10℃,2℃,晴,北风~东南风 3-4级
474,2014-01-20 星期一 ,9℃,3℃,晴转多云,南风~西北风 3-4级~4-5级
475,2014-01-21 星期二 ,10℃,1℃,晴,西北风 4-5级
476,2014-01-22 星期三 ,6℃,0℃,晴,西北风~北风 3-4级
477,2014-01-23 星期四 ,10℃,1℃,晴,南风 3-4级
478,2014-01-24 星期五 ,15℃,6℃,晴,南风 3-4级
479,2014-01-25 星期六 ,18℃,8℃,多云,南风~北风 4-5级
480,2014-01-26 星期日 ,9℃,6℃,多云,北风~东北风 4-5级
481,2014-01-27 星期一 ,10℃,5℃,多云,东北风~东风 4-5级~3-4级
482,2014-01-28 星期二 ,14℃,6℃,晴转多云,东南风~东北风 3-4级
483,2014-01-29 星期三 ,14℃,7℃,阴转小雨,东南风~南风 3-4级
484,2014-01-30 星期四 ,18℃,8℃,阴转多云,西风~南风 3-4级
485,2014-01-31 星期五 ,18℃,10℃,晴转多云,东南风 3-4级
486,2014-04-01 星期二 ,18℃,12℃,阴,东风 3-4级
487,2014-04-02 星期三 ,18℃,12℃,多云转阴,东风 3-4级
488,2014-04-03 星期四 ,18℃,13℃,小雨,东风~北风 3-4级~4-5级
489,2014-04-04 星期五 ,18℃,9℃,多云转晴,北风~西北风 4-5级~3-4级
490,2014-04-05 星期六 ,19℃,10℃,晴,西风~东北风 3-4级~4-5级
491,2014-04-06 星期日 ,16℃,8℃,晴转多云,东北风~东南风 3-4级
492,2014-04-07 星期一 ,19℃,12℃,小雨转多云,东南风 3-4级
493,2014-04-08 星期二 ,21℃,12℃,阴转多云,东南风 3-4级
494,2014-04-09 星期三 ,23℃,14℃,多云转晴,东风~东南风 3-4级
495,2014-04-10 星期四 ,24℃,13℃,多云,东南风 3-4级
496,2014-04-11 星期五 ,21℃,14℃,多云转阴,东南风 3-4级~4-5级
497,2014-04-12 星期六 ,17℃,14℃,大雨转中雨,东南风 4-5级
498,2014-04-13 星期日 ,18℃,14℃,小雨,北风 4-5级
499,2014-04-14 星期一 ,21℃,12℃,多云转晴,东北风 3-4级
500,2014-04-15 星期二 ,21℃,12℃,晴转多云,东南风 3-4级~4-5级
501,2014-04-16 星期三 ,19℃,14℃,小雨,东南风 4-5级
502,2014-04-17 星期四 ,23℃,17℃,小雨转雷阵雨,南风~西风 3-4级
503,2014-04-18 星期五 ,20℃,15℃,阴转多云,微风~东北风 小于3级~3-4级
504,2014-04-19 星期六 ,15℃,13℃,小雨转大雨,东北风 4-5级
505,2014-04-20 星期日 ,18℃,13℃,小雨,东风~东北风 4-5级~3-4级
506,2014-04-21 星期一 ,17℃,13℃,小雨,东北风 3-4级
507,2014-04-22 星期二 ,19℃,12℃,小雨转多云,东北风~东风 3-4级
508,2014-04-23 星期三 ,22℃,13℃,晴转多云,东风~东南风 小于3级~3-4级
509,2014-04-24 星期四 ,22℃,14℃,多云转阴,东南风 3-4级~4-5级
510,2014-04-25 星期五 ,22℃,16℃,多云转阴,东南风 4-5级
511,2014-04-26 星期六 ,19℃,17℃,中雨转大雨,东南风 4-5级
512,2014-04-27 星期日 ,22℃,16℃,中雨转小雨,东南风~西北风 4-5级~3-4级
513,2014-04-28 星期一 ,20℃,15℃,小雨转多云,西北风 4-5级
514,2014-04-29 星期二 ,22℃,13℃,多云,西北风 3-4级
515,2014-04-30 星期三 ,24℃,13℃,晴转多云,西北风 3-4级
516,2014-05-01 星期四 ,27℃,16℃,晴转多云,南风 3-4级
517,2014-05-02 星期五 ,29℃,18℃,晴转多云,西南风~西风 3-4级
518,2014-05-03 星期六 ,22℃,17℃,阴转多云,东北风~东风 3-4级
519,2014-05-04 星期日 ,20℃,15℃,阴转小雨,东南风~北风 3-4级
520,2014-05-05 星期一 ,21℃,13℃,阴转多云,北风~东北风 3-4级
521,2014-05-06 星期二 ,23℃,13℃,晴转多云,东南风 3-4级
522,2014-05-07 星期三 ,26℃,15℃,晴转多云,东南风~南风 3-4级~4-5级
523,2014-05-08 星期四 ,27℃,17℃,晴转多云,南风~东北风 4-5级~3-4级
524,2014-05-09 星期五 ,20℃,16℃,晴转阴,东风~东南风 3-4级
525,2014-05-10 星期六 ,22℃,17℃,小雨,东南风 3-4级~4-5级
526,2014-05-11 星期日 ,23℃,19℃,小雨转中雨,东南风~南风 4-5级
527,2014-05-12 星期一 ,27℃,17℃,阴转晴,西北风~西风 3-4级
528,2014-05-13 星期二 ,26℃,17℃,多云转小雨,东南风 3-4级
529,2014-05-14 星期三 ,23℃,19℃,中雨转小雨,东南风~北风 3-4级
530,2014-05-15 星期四 ,27℃,19℃,多云转晴,北风 3-4级
531,2014-05-16 星期五 ,26℃,17℃,晴转多云,东南风 3-4级
532,2014-05-17 星期六 ,21℃,18℃,阵雨转小雨,东南风 3-4级~4-5级
533,2014-05-18 星期日 ,21℃,18℃,小雨,东风 3-4级~4-5级
534,2014-05-19 星期一 ,24℃,17℃,阴转多云,东风 3-4级
535,2014-05-20 星期二 ,28℃,19℃,小雨转多云,东风~北风 3-4级
536,2014-05-21 星期三 ,29℃,18℃,晴转多云,北风~南风 3-4级
537,2014-05-22 星期四 ,27℃,20℃,阴转晴,东南风 小于3级~3-4级
538,2014-05-23 星期五 ,27℃,19℃,晴转多云,东南风 4-5级
539,2014-05-24 星期六 ,28℃,20℃,多云,东南风 4-5级
540,2014-05-25 星期日 ,29℃,22℃,小雨转中雨,南风 4-5级~3-4级
541,2014-05-26 星期一 ,31℃,23℃,阴转晴,西北风 3-4级
542,2014-05-27 星期二 ,34℃,23℃,晴,南风~西南风 3-4级
543,2014-05-28 星期三 ,34℃,24℃,晴转多云,西南风~西北风 3-4级
544,2014-05-29 星期四 ,34℃,23℃,多云转晴,东南风 3-4级
545,2014-05-30 星期五 ,32℃,23℃,多云转晴,东南风 3-4级
546,2014-05-31 星期六 ,28℃,22℃,多云,东南风 3-4级~4-5级
547,2014-07-01 星期二 ,27℃,22℃,中雨,东北风 东风转西风3-4级
548,2014-07-02 星期三 ,29℃,22℃,小雨转多云,西风 西北风转北风3-4级
549,2014-07-03 星期四 ,27℃,23℃,多云转小雨,东北风 东北风转东南风3-4级
550,2014-07-04 星期五 ,26℃,23℃,小雨转大雨,东北风 东南风3-4级转4-5级
551,2014-07-05 星期六 ,29℃,23℃,大雨转阴,北风 东南风转西北风3-4级
552,2014-07-06 星期日 ,30℃,23℃,阴转多云,西风 西北风转东北风3-4级
553,2014-07-07 星期一 ,30℃,24℃,多云,东风 东北风3-4级转4-5级
554,2014-07-08 星期二 ,30℃,24℃,小雨,东北风 北风5-6级
555,2014-07-09 星期三 ,34℃,25℃,多云,北风 北风4-5级转西北风3-4级
556,2014-07-10 星期四 ,34℃,26℃,多云转雷阵雨,北风 南风转西风3-4级
557,2014-07-11 星期五 ,34℃,26℃,雷阵雨转多云,东南风~南风 3-4级
558,2014-07-12 星期六 ,31℃,26℃,多云转大雨,南风~西南风 3-4级
559,2014-07-13 星期日 ,29℃,24℃,大雨转中雨,东北风 小于3级~3-4级
560,2014-07-14 星期一 ,30℃,23℃,小雨转多云,西风~南风 3-4级
561,2014-07-15 星期二 ,27℃,24℃,阵雨转大雨,东南风 3-4级
562,2014-07-16 星期三 ,33℃,23℃,小雨转多云,东南风~西南风 3-4级
563,2014-07-17 星期四 ,34℃,26℃,小雨转多云,南风~东南风 3-4级~4-5级
564,2014-07-18 星期五 ,34℃,26℃,多云,南风~东南风 3-4级
565,2014-07-19 星期六 ,34℃,27℃,多云,东南风 3-4级
566,2014-07-20 星期日 ,35℃,27℃,多云转晴,东南风 3-4级
567,2014-07-21 星期一 ,35℃,27℃,多云转晴,东南风 3-4级
568,2014-07-22 星期二 ,35℃,27℃,晴转多云,东南风 3-4级
569,2014-07-23 星期三 ,34℃,27℃,多云,东南风 3-4级
570,2014-07-24 星期四 ,33℃,28℃,小雨,东南风 4-5级~5-6级
571,2014-07-25 星期五 ,31℃,28℃,小雨,东南风~西南风 6-7级~4-5级
572,2014-07-26 星期六 ,34℃,27℃,多云转雷阵雨,西南风 3-4级
573,2014-07-27 星期日 ,33℃,27℃,阵雨转大雨,东北风~东南风 3-4级
574,2014-07-28 星期一 ,32℃,27℃,阵雨转雷阵雨,东南风 3-4级
575,2014-07-29 星期二 ,34℃,27℃,多云,东南风 3-4级
576,2014-07-30 星期三 ,34℃,27℃,晴转多云,东南风 3-4级
577,2014-07-31 星期三 ,34℃,27℃,多云,东风~东北风 3-4级
578,2014-08-01 星期五 ,30℃,26℃,中雨转大雨,东北风 4-5级~5-6级
579,2014-08-02 星期六 ,30℃,26℃,中雨,北风~西北风 5-6级
580,2014-08-03 星期日 ,34℃,26℃,多云,西北风~西风 4-5级~3-4级
581,2014-08-04 星期一 ,35℃,27℃,多云,西风~西南风 3-4级
582,2014-08-05 星期二 ,36℃,28℃,晴,东南风 3-4级
583,2014-08-06 星期三 ,35℃,28℃,晴转多云,东南风 3-4级
584,2014-08-07 星期四 ,33℃,27℃,多云转阴,东南风 3-4级
585,2014-08-08 星期五 ,32℃,26℃,多云转阵雨,东北风 3-4级
586,2014-08-09 星期六 ,30℃,26℃,阵雨,东北风~北风 3-4级
587,2014-08-10 星期日 ,28℃,25℃,阵雨,东风~西北风 3-4级
588,2014-08-11 星期一 ,30℃,25℃,阴转多云,西北风~东北风 3-4级
589,2014-08-12 星期二 ,29℃,25℃,阴转小雨,东北风~东风 3-4级
590,2014-08-13 星期三 ,27℃,24℃,小雨,东北风~东风 3-4级
591,2014-08-14 星期四 ,28℃,24℃,中雨,东风~东北风 3-4级~4-5级
592,2014-08-15 星期五 ,29℃,25℃,小雨转阴,东北风 3-4级
593,2014-08-16 星期六 ,29℃,24℃,阴转小雨,东北风~东风 3-4级
594,2014-08-17 星期日 ,26℃,23℃,中雨,东风~东北风 3-4级~4-5级
595,2014-08-18 星期一 ,27℃,23℃,小雨,西北风~北风 4-5级~3-4级
596,2014-08-19 星期二 ,25℃,22℃,大雨转中雨,东北风 3-4级
597,2014-08-20 星期三 ,24℃,21℃,大雨,东北风~北风 3-4级
598,2014-08-21 星期四 ,29℃,21℃,阵雨转多云,西北风~西风 4-5级~3-4级
599,2014-08-22 星期五 ,30℃,24℃,多云转阴,东南风 3-4级
600,2014-08-23 星期六 ,31℃,25℃,阴转阵雨,东南风~南风 3-4级
601,2014-08-24 星期日 ,32℃,26℃,阴转雷阵雨,南风~西南风 3-4级
602,2014-08-25 星期一 ,30℃,25℃,雷阵雨转阴,西风~西北风 3-4级
603,2014-08-26 星期二 ,31℃,25℃,多云,北风~东北风 3-4级
604,2014-08-27 星期三 ,27℃,24℃,阵雨,东北风~东风 3-4级
605,2014-08-28 星期四 ,29℃,23℃,中雨转阵雨,东风~东北风 3-4级
606,2014-08-29 星期五 ,27℃,24℃,小雨转中雨,北风~东北风 3-4级
607,2014-08-30 星期六 ,29℃,23℃,阴转多云,东北风 3-4级
608,2014-08-31 星期日 ,28℃,24℃,阴转阵雨,东北风~东风 3-4级
609,2014-09-01 星期一 ,28℃,24℃,中雨转小雨,东风 4-5级
610,2014-09-02 星期二 ,32℃,24℃,阴转阵雨,西风 3-4级
611,2014-09-03 星期三 ,28℃,24℃,中雨转小雨,西风~西北风 3-4级~4-5级
612,2014-09-04 星期四 ,28℃,21℃,多云,西北风~西风 3-4级
613,2014-09-05 星期五 ,29℃,23℃,多云,东风 3-4级
614,2014-09-06 星期六 ,30℃,24℃,阵雨转多云,东风~东北风 3-4级
615,2014-09-07 星期日 ,30℃,23℃,多云,东北风 3-4级
616,2014-09-08 星期一 ,29℃,23℃,多云,东北风~东风 3-4级
617,2014-09-09 星期二 ,28℃,23℃,多云转阴,东风 3-4级
618,2014-09-10 星期三 ,28℃,24℃,小雨,东风 3-4级
619,2014-09-11 星期四 ,28℃,23℃,阴转多云,东北风~东风 3-4级
620,2014-09-12 星期五 ,26℃,23℃,小雨,东风 3-4级~4-5级
621,2014-09-13 星期六 ,25℃,23℃,大雨转中雨,东风 3-4级~4-5级
622,2014-09-14 星期日 ,27℃,22℃,小雨,东北风~东风 3-4级
623,2014-09-15 星期一 ,28℃,23℃,多云,东风~东北风 3-4级
624,2014-09-16 星期二 ,28℃,23℃,多云转阴,东风 3-4级
625,2014-09-17 星期三 ,28℃,23℃,阴,东风 3-4级
626,2014-09-18 星期四 ,24℃,22℃,阵雨转大雨,东风~东北风 3-4级
627,2014-09-19 星期五 ,23℃,20℃,中雨转小雨,东北风 3-4级
628,2014-09-20 星期六 ,25℃,19℃,小雨,东北风 3-4级
629,2014-09-21 星期日 ,25℃,21℃,多云转阵雨,东北风 3-4级~4-5级
630,2014-09-22 星期一 ,26℃,23℃,小雨转中雨,东北风 4-5级~5-6级
631,2014-09-23 星期二 ,25℃,22℃,大雨转中雨,东北风~东南风 6-7级~5-6级
632,2014-09-24 星期三 ,26℃,22℃,小雨,西北风 4-5级~3-4级
633,2014-09-25 星期四 ,27℃,21℃,多云,西北风~北风 4-5级~3-4级
634,2014-09-26 星期五 ,28℃,21℃,多云,东北风~东风 3-4级
635,2014-09-27 星期六 ,28℃,23℃,多云,东南风 3-4级
636,2014-09-28 星期日 ,29℃,23℃,多云,东南风 3-4级
637,2014-09-29 星期一 ,30℃,24℃,阴转中雨,南风~西南风 3-4级
638,2014-09-30 星期二 ,24℃,21℃,阵雨转小雨,北风~东北风 4-5级
639,2014-11-01 星期六 ,22℃,19℃,阴转小雨,西北风 小于3级
640,2014-11-02 星期日 ,19℃,15℃,小雨转阴,西北风 小于3级~4-5级
641,2014-11-03 星期一 ,17℃,11℃,多云转晴,西北风 小于3级
642,2014-11-04 星期二 ,18℃,11℃,晴,微风~东北风 小于3级
643,2014-11-05 星期三 ,21℃,13℃,晴转多云,东南风 小于3级
644,2014-11-06 星期四 ,21℃,16℃,阴转多云,微风~东北风 小于3级~3-4级
645,2014-11-07 星期五 ,18℃,14℃,多云,东北风 小于3级
646,2014-11-08 星期五 ,16℃,13℃,小雨,东北风 3-4级
647,2014-11-09 星期五 ,16℃,13℃,小雨,东北风 3-4级
648,2014-11-10 星期一 ,16℃,13℃,小雨,东北风 3-4级
649,2014-11-11 星期二 ,18℃,13℃,多云,微风~西北风 小于3级
650,2014-11-12 星期三 ,17℃,12℃,多云转晴,西北风 小于3级~3-4级
651,2014-11-13 星期四 ,14℃,9℃,多云转晴,西北风 3-4级~小于3级
652,2014-11-14 星期五 ,16℃,8℃,晴,西北风~微风 小于3级
653,2014-11-15 星期六 ,17℃,10℃,晴转多云,东北风~东风 小于3级
654,2014-11-16 星期日 ,17℃,14℃,小雨,东风~西北风 小于3级
655,2014-11-17 星期一 ,16℃,10℃,多云,西北风 小于3级~3-4级
656,2014-11-18 星期二 ,16℃,10℃,多云,北风~东北风 3-4级~小于3级
